+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                  ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance18|u_Iteration3                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance18|u_Iteration2                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance18|u_Iteration1                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance18|u_Iteration                                                                                                    ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance18|u_QuadrantMapper                                                                                               ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance18                                                                                                                ; 27    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration10                                                                                                  ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration9                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration8                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration7                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration6                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration5                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration4                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration3                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration2                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration1                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_Iteration                                                                                                    ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17|u_QuadrantMapper                                                                                               ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance17                                                                                                                ; 27    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration10                                                                                                  ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration9                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration8                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration7                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration6                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration5                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration4                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration3                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration2                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration1                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_Iteration                                                                                                    ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16|u_QuadrantMapper                                                                                               ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance16                                                                                                                ; 27    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration10                                                                                                  ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration9                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration8                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration7                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration6                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration5                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration4                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration3                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration2                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration1                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_Iteration                                                                                                    ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15|u_QuadrantMapper                                                                                               ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance15                                                                                                                ; 27    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration10                                                                                                  ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration9                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration8                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration7                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration6                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration5                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration4                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration3                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration2                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration1                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_Iteration                                                                                                    ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14|u_QuadrantMapper                                                                                               ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance14                                                                                                                ; 27    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration10                                                                                                  ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration9                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration8                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration7                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration6                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration5                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration4                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration3                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration2                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration1                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_Iteration                                                                                                    ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13|u_QuadrantMapper                                                                                               ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance13                                                                                                                ; 27    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration10                                                                                                  ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration9                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration8                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration7                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration6                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration5                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration4                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration3                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration2                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration1                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_Iteration                                                                                                    ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12|u_QuadrantMapper                                                                                               ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance12                                                                                                                ; 27    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration10                                                                                                  ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration9                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration8                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration7                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration6                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration5                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration4                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration3                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration2                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration1                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_Iteration                                                                                                    ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11|u_QuadrantMapper                                                                                               ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance11                                                                                                                ; 27    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration10                                                                                                  ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration9                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration8                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration7                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration6                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration5                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration4                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration3                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration2                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration1                                                                                                   ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_Iteration                                                                                                    ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10|u_QuadrantMapper                                                                                               ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance10                                                                                                                ; 27    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu|index_fft_0|u0|u_frequency_max|u_index_finder|u_for_each_instance9|u_Iteration10                                                                                                   ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
